Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,SCORING_Efficiency %,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,ATTACK_Efficiency %,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,BLOCK_Efficiency %,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,SERVE_Efficiency %,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,RECEPTION_Efficiency %,DIG_Digs,DIG_Errors,DIG_Total,DIG_Efficiency %,SET_Point,SET_Errors,SET_Attempts,SET_Total,SET_Efficiency %
2024,81,2024/6/21,6,3,Manila,Philippines,Netherlands,Japan,0,3,18,19,20,-,-,25,25,25,-,-,1,14,12,1,1,,-47.5,12,5,12,29,169.04,1,2,4,7,0,1,5,12,18,-216.67,5,1,15,21,139.68,7,5,13,50,10,0,19,29,40
2024,81,2024/6/21,6,3,Manila,Philippines,Netherlands,Japan,0,3,18,19,20,-,-,25,25,25,-,-,2,14,11,0,3,,8.18,11,7,9,27,247.58,0,4,4,8,-250,3,4,13,20,-50,6,1,13,20,230.96,6,0,8,350,11,0,17,28,180
2024,81,2024/6/21,6,3,Manila,Philippines,Netherlands,Japan,0,3,18,19,20,-,-,25,25,25,-,-,3,14,9,3,2,,-8.89,9,3,13,25,96.19,3,3,7,13,137.5,2,4,14,20,-212.5,1,4,16,21,-22.22,6,2,9,110,4,1,20,25,-78.95
2024,81,2024/6/21,6,3,Manila,Philippines,Japan,Netherlands,3,0,25,25,25,-,-,18,19,20,-,-,0,53,40,7,6,,45.75,40,7,27,74,258.9,7,9,20,36,-82.86,6,11,57,74,-76.31,9,6,29,44,18.81,27,7,39,341.11,16,1,55,72,83.08
2024,81,2024/6/21,6,3,Manila,Philippines,Japan,Netherlands,3,0,25,25,25,-,-,18,19,20,-,-,1,17,14,2,1,,15.4,14,1,9,24,237.14,2,4,5,11,-116.67,1,4,20,25,-48.33,2,1,10,13,20,7,4,14,100,2,0,20,22,56.67
2024,81,2024/6/21,6,3,Manila,Philippines,Japan,Netherlands,3,0,25,25,25,-,-,18,19,20,-,-,2,17,13,3,1,,-44.64,13,1,7,21,353.33,3,3,7,13,33.33,1,4,19,24,-250,3,3,10,16,-38.89,7,2,11,100,9,0,12,21,100
2024,81,2024/6/21,6,3,Manila,Philippines,Japan,Netherlands,3,0,25,25,25,-,-,18,19,20,-,-,3,19,13,2,4,,50,13,5,11,29,193.33,2,2,8,12,-50,4,3,18,25,-8.33,4,2,9,15,66.67,13,1,14,550,5,1,23,29,114.29
2024,82,2024/6/21,5,3,Ljubljana,Slovenia,Argentina,Poland,0,3,19,18,22,-,-,25,25,25,-,-,0,45,36,4,5,,-61.55,36,14,23,73,155.1,4,18,12,34,-395.56,5,14,42,61,-188.71,8,3,51,62,135.6,15,12,33,45.95,27,2,47,76,68.87
2024,82,2024/6/21,5,3,Ljubljana,Slovenia,Argentina,Poland,0,3,19,18,22,-,-,25,25,25,-,-,1,15,14,1,0,,65.68,14,5,7,26,279.37,1,4,5,10,-166.67,0,5,15,20,-140,3,1,17,21,133.33,5,3,9,-33.33,7,1,19,27,59.65
2024,82,2024/6/21,5,3,Ljubljana,Slovenia,Argentina,Poland,0,3,19,18,22,-,-,25,25,25,-,-,2,14,11,2,1,,-44.1,11,4,9,24,125,2,8,1,11,-283.33,1,3,14,18,-133.33,4,2,15,21,25,6,4,13,20,10,1,14,25,39.13
2024,82,2024/6/21,5,3,Ljubljana,Slovenia,Argentina,Poland,0,3,19,18,22,-,-,25,25,25,-,-,3,16,11,1,4,,-30.87,11,5,7,23,98.33,1,6,6,13,-220,4,6,13,23,-88.09,1,0,19,20,9.09,4,5,11,50,10,0,14,24,47.62
2024,82,2024/6/21,5,3,Ljubljana,Slovenia,Poland,Argentina,3,0,25,25,25,-,-,19,18,22,-,-,0,50,41,6,3,,122.17,41,5,22,68,604.73,6,18,9,33,-345.84,3,11,59,73,-194.24,8,5,34,47,0.19,22,13,39,318.8,22,0,46,68,79.44
2024,82,2024/6/21,5,3,Ljubljana,Slovenia,Poland,Argentina,3,0,25,25,25,-,-,19,18,22,-,-,1,17,13,3,1,,144.17,13,2,8,23,344.44,3,5,3,11,-75,1,3,20,24,-83.33,5,0,10,15,153.33,5,7,13,0,6,0,17,23,60.71
2024,82,2024/6/21,5,3,Ljubljana,Slovenia,Poland,Argentina,3,0,25,25,25,-,-,19,18,22,-,-,2,19,15,2,2,,50.75,15,2,6,23,280,2,7,3,12,-66.67,2,4,19,25,-43.33,0,1,14,15,-20,8,3,14,303.33,11,0,12,23,128.33
2024,82,2024/6/21,5,3,Ljubljana,Slovenia,Poland,Argentina,3,0,25,25,25,-,-,19,18,22,-,-,3,14,13,1,0,,44.38,13,1,8,22,441.67,1,6,3,10,-286.67,0,4,20,24,-178.33,3,4,10,17,-21.43,9,3,12,333.33,5,0,17,22,31.25
2024,83,2024/6/21,5,3,Ljubljana,Slovenia,Bulgaria,Cuba,0,3,18,20,18,-,-,25,25,25,-,-,0,40,33,4,3,,-51.69,33,8,28,69,233.3,4,19,12,35,-345.25,3,15,39,57,-177.5,18,1,42,61,177.82,10,21,35,-127.77,29,1,39,69,46.67
2024,83,2024/6/21,5,3,Ljubljana,Slovenia,Bulgaria,Cuba,0,3,18,20,18,-,-,25,25,25,-,-,1,12,10,1,1,,23.4,10,3,11,24,208.33,1,4,2,7,-150,1,5,12,18,-150,8,1,11,20,74.02,5,8,15,153.33,10,1,14,25,40.91
2024,83,2024/6/21,5,3,Ljubljana,Slovenia,Bulgaria,Cuba,0,3,18,20,18,-,-,25,25,25,-,-,2,17,14,1,2,,5.32,14,3,8,25,306.67,1,7,7,15,-250,2,5,14,21,-78.33,5,0,17,22,144.29,3,8,12,-240,11,0,11,22,57.89
2024,83,2024/6/21,5,3,Ljubljana,Slovenia,Bulgaria,Cuba,0,3,18,20,18,-,-,25,25,25,-,-,3,11,9,2,0,,-126.29,9,2,9,20,77.77,2,8,3,13,-237.5,0,5,13,18,-283.33,5,0,14,19,82.14,2,5,8,-150,8,0,14,22,42.11
2024,83,2024/6/21,5,3,Ljubljana,Slovenia,Cuba,Bulgaria,3,0,25,25,25,-,-,18,20,18,-,-,0,54,50,3,1,,-13.13,50,6,16,72,453.32,3,17,16,36,-461.19,1,13,60,74,-148.27,13,3,26,42,198.35,27,6,37,457.7,19,0,52,71,64.36
2024,83,2024/6/21,5,3,Ljubljana,Slovenia,Cuba,Bulgaria,3,0,25,25,25,-,-,18,20,18,-,-,1,17,15,1,1,,87.5,15,1,4,20,356.67,1,5,6,12,-108.34,1,5,19,25,-108.33,2,1,10,13,25,10,2,13,275,6,0,16,22,35.29
2024,83,2024/6/21,5,3,Ljubljana,Slovenia,Cuba,Bulgaria,3,0,25,25,25,-,-,18,20,18,-,-,2,18,17,1,0,,42.62,17,2,7,26,412.14,1,7,2,10,-400,0,2,22,24,-66.67,5,2,9,16,24.17,7,2,12,260,5,0,19,24,54.38
2024,83,2024/6/21,5,3,Ljubljana,Slovenia,Cuba,Bulgaria,3,0,25,25,25,-,-,18,20,18,-,-,3,19,18,1,0,,34.49,18,3,5,26,451.19,1,5,8,14,-183.33,0,6,19,25,-186.65,6,0,7,13,290,10,2,12,400,8,0,17,25,36.36
2024,84,2024/6/21,5,3,Ljubljana,Slovenia,Türkiye,Serbia,1,3,25,19,23,21,-,20,25,25,25,-,0,60,50,4,6,,148.22,50,12,34,96,259.91,4,23,15,42,-179.76,6,11,72,89,-40.38,11,11,53,75,-112.34,25,12,41,576.51,16,0,74,90,19.75
2024,84,2024/6/21,5,3,Ljubljana,Slovenia,Türkiye,Serbia,1,3,25,19,23,21,-,20,25,25,25,-,1,13,10,1,2,,40.91,10,0,10,20,323.33,1,6,3,10,-200,2,3,20,25,-30,2,1,10,13,33.33,6,4,11,216.67,2,0,18,20,14.29
2024,84,2024/6/21,5,3,Ljubljana,Slovenia,Türkiye,Serbia,1,3,25,19,23,21,-,20,25,25,25,-,2,13,13,0,0,,-19.84,13,2,4,19,260.71,0,7,3,10,-325,0,4,15,19,-116.66,3,2,13,18,30,3,2,6,33.34,4,0,14,18,22.22
2024,84,2024/6/21,5,3,Ljubljana,Slovenia,Türkiye,Serbia,1,3,25,19,23,21,-,20,25,25,25,-,3,15,13,1,1,,-13.21,13,7,13,33,75,1,8,2,11,-266.67,1,2,21,24,-41.67,3,2,16,21,-77.78,9,2,11,550,7,0,21,28,26.92
2024,84,2024/6/21,5,3,Ljubljana,Slovenia,Türkiye,Serbia,1,3,25,19,23,21,-,20,25,25,25,-,4,19,14,2,3,,185.29,14,3,7,24,213.9,2,2,7,11,-25,3,2,16,21,5.96,3,6,14,23,-60.71,7,4,13,150,3,0,21,24,13.04
2024,84,2024/6/21,5,3,Ljubljana,Slovenia,Serbia,Türkiye,3,1,20,25,25,25,-,25,19,23,21,-,0,79,60,8,11,,7.07,60,12,28,100,294.35,8,23,21,52,-168.91,11,17,64,92,-82.08,19,6,53,78,60.29,22,11,39,110.13,32,3,62,97,-63.86
2024,84,2024/6/21,5,3,Ljubljana,Slovenia,Serbia,Türkiye,3,1,20,25,25,25,-,25,19,23,21,-,1,17,16,0,1,,-121.9,16,5,8,29,273.21,0,6,8,14,-183.33,1,7,12,20,-270,7,2,13,22,125,8,3,11,200,8,1,19,28,30.43
2024,84,2024/6/21,5,3,Ljubljana,Slovenia,Serbia,Türkiye,3,1,20,25,25,25,-,25,19,23,21,-,2,19,16,1,2,,41.67,16,0,6,22,373.34,1,8,4,13,-316.67,2,5,16,23,-103.33,3,0,12,15,50,3,1,4,100,7,1,12,20,-61.11
2024,84,2024/6/21,5,3,Ljubljana,Slovenia,Serbia,Türkiye,3,1,20,25,25,25,-,25,19,23,21,-,3,21,14,5,2,,92.22,14,5,6,25,265,5,3,6,14,-25,2,3,19,24,-49.99,6,1,15,22,82.04,4,3,12,33.33,8,1,16,25,31.82
2024,84,2024/6/21,5,3,Ljubljana,Slovenia,Serbia,Türkiye,3,1,20,25,25,25,-,25,19,23,21,-,4,22,14,2,6,,69.3,14,2,8,24,340,2,6,3,11,-133.33,6,2,17,25,66.67,3,3,13,19,0,7,4,12,208.33,9,0,15,24,45
2024,85,2024/6/22,6,3,Manila,Philippines,Germany,USA,1,3,23,25,24,23,-,25,21,26,25,-,0,65,52,5,8,,42.25,52,19,51,122,213.52,5,13,26,44,-144.84,8,19,70,97,-109.96,12,5,62,79,28.63,40,17,64,460.5,28,0,91,119,78.72
2024,85,2024/6/22,6,3,Manila,Philippines,Germany,USA,1,3,23,25,24,23,-,25,21,26,25,-,1,14,12,1,1,,-18.75,12,5,13,30,206.67,1,2,9,12,-20,1,6,17,24,-202.38,1,0,18,19,14.29,9,5,15,116.67,6,0,24,30,73.81
2024,85,2024/6/22,6,3,Manila,Philippines,Germany,USA,1,3,23,25,24,23,-,25,21,26,25,-,2,16,12,1,3,,72.92,12,3,14,29,273.01,1,3,6,10,-133.33,3,1,21,25,50,5,3,10,18,26.51,12,8,23,100,7,0,22,29,30.43
2024,85,2024/6/22,6,3,Manila,Philippines,Germany,USA,1,3,23,25,24,23,-,25,21,26,25,-,3,19,15,1,3,,16.83,15,7,13,35,55.84,1,5,8,14,-225,3,6,16,25,-105,4,1,16,21,38.89,12,3,17,401.67,9,0,25,34,32.14
2024,85,2024/6/22,6,3,Manila,Philippines,Germany,USA,1,3,23,25,24,23,-,25,21,26,25,-,4,16,13,2,1,,33.93,13,4,11,28,185,2,3,3,8,-150,1,6,16,23,-115,2,1,18,21,16.67,7,1,9,350,6,0,20,26,27.27
2024,85,2024/6/22,6,3,Manila,Philippines,USA,Germany,3,1,25,21,26,25,-,23,25,24,23,-,0,69,54,10,5,,8.6,54,17,53,124,160.16,10,15,26,51,-143.75,5,17,74,96,-107.86,8,8,62,78,51.05,44,12,61,343.34,31,0,89,120,30.1
2024,85,2024/6/22,6,3,Manila,Philippines,USA,Germany,3,1,25,21,26,25,-,23,25,24,23,-,1,15,14,1,0,,0.18,14,4,12,30,206.11,1,4,6,11,-125,0,5,19,24,-111.66,4,1,13,18,170,8,4,14,208.33,12,0,17,29,48
2024,85,2024/6/22,6,3,Manila,Philippines,USA,Germany,3,1,25,21,26,25,-,23,25,24,23,-,2,19,14,2,3,,11.5,14,6,18,38,98.33,2,5,9,16,-191.66,3,4,15,22,-70,2,3,19,24,27.38,14,2,17,516.67,8,0,29,37,26.67
2024,85,2024/6/22,6,3,Manila,Philippines,USA,Germany,3,1,25,21,26,25,-,23,25,24,23,-,3,18,12,5,1,,33.48,12,2,15,29,208.54,5,3,6,14,-33.33,1,4,20,25,-208.33,0,3,16,19,-67.62,11,2,15,383.34,3,0,26,29,12
2024,85,2024/6/22,6,3,Manila,Philippines,USA,Germany,3,1,25,21,26,25,-,23,25,24,23,-,4,17,14,2,1,,17.94,14,5,8,27,109.53,2,3,5,10,-75,1,4,20,25,-125,2,1,14,17,14.29,11,4,15,71.43,8,0,17,25,34.78
2024,86,2024/6/22,6,3,Manila,Philippines,Canada,Netherlands,3,2,21,25,28,14,15,25,22,26,25,9,0,73,55,11,7,,51.9,55,23,50,128,169.78,11,18,36,65,-77.28,7,17,79,103,-126,30,9,45,84,37.27,44,16,65,761.22,21,1,103,125,35.86
2024,86,2024/6/22,6,3,Manila,Philippines,Canada,Netherlands,3,2,21,25,28,14,15,25,22,26,25,9,1,13,11,2,0,,-85.56,11,5,12,28,144.17,2,3,5,10,-66.67,0,5,16,21,-233.33,8,0,10,18,136.19,6,3,10,250,1,0,24,25,5
2024,86,2024/6/22,6,3,Manila,Philippines,Canada,Netherlands,3,2,21,25,28,14,15,25,22,26,25,9,2,21,17,2,2,,56.67,17,7,8,32,170.45,2,6,11,19,-145,2,3,20,25,-100.01,5,2,12,19,52.22,13,3,17,443.33,5,0,25,30,18.52
2024,86,2024/6/22,6,3,Manila,Philippines,Canada,Netherlands,3,2,21,25,28,14,15,25,22,26,25,9,3,17,15,1,1,,-46.5,15,5,11,31,220,1,5,11,17,-63.33,1,3,23,27,-153.33,10,1,7,18,172.73,14,4,18,160,8,0,23,31,32
2024,86,2024/6/22,6,3,Manila,Philippines,Canada,Netherlands,3,2,21,25,28,14,15,25,22,26,25,9,4,11,7,2,2,,71.67,7,5,7,19,125,2,1,2,5,150,2,4,9,15,-158.34,5,6,11,22,12.5,2,4,8,-50,5,0,15,20,93.94
2024,86,2024/6/22,6,3,Manila,Philippines,Canada,Netherlands,3,2,21,25,28,14,15,25,22,26,25,9,5,11,5,4,2,,130,5,1,12,18,133.33,4,3,7,14,75,2,2,11,15,-80,2,0,5,7,83.33,9,2,12,390,2,1,16,19,-87.5
2024,86,2024/6/22,6,3,Manila,Philippines,Netherlands,Canada,2,3,25,22,26,25,9,21,25,28,14,15,0,80,57,14,9,,-4.51,57,18,57,132,221.34,14,19,22,55,28.26,9,23,75,107,-214.06,20,7,59,86,42.43,36,16,58,302.44,18,0,114,132,17.31
2024,86,2024/6/22,6,3,Manila,Philippines,Netherlands,Canada,2,3,25,22,26,25,9,21,25,28,14,15,1,17,15,2,0,,-95.59,15,3,8,26,144.23,2,3,10,15,-86.66,0,7,18,25,-268.33,6,0,10,16,110.83,8,4,13,153.33,4,0,22,26,16.67
2024,86,2024/6/22,6,3,Manila,Philippines,Netherlands,Canada,2,3,25,22,26,25,9,21,25,28,14,15,2,16,10,4,2,,53.13,10,3,18,31,191.66,4,7,2,13,41.67,2,3,17,22,-100,5,2,15,22,38.57,6,3,10,216.67,6,0,25,31,25
2024,86,2024/6/22,6,3,Manila,Philippines,Netherlands,Canada,2,3,25,22,26,25,9,21,25,28,14,15,3,21,17,3,1,,-184.17,17,3,17,37,126.19,3,4,3,10,-50,1,9,17,27,-430.71,7,1,16,24,80.36,8,6,15,45,6,0,31,37,21.43
2024,86,2024/6/22,6,3,Manila,Philippines,Netherlands,Canada,2,3,25,22,26,25,9,21,25,28,14,15,4,20,10,4,6,,157.3,10,3,5,18,278.57,4,2,3,9,150,6,2,16,24,33.33,1,2,8,11,60,7,1,9,250,2,0,15,17,15.38
2024,86,2024/6/22,6,3,Manila,Philippines,Netherlands,Canada,2,3,25,22,26,25,9,21,25,28,14,15,5,6,5,1,0,,-91.07,5,6,9,20,-23.33,1,3,4,8,-125,0,2,7,9,-100,1,2,10,13,-16.67,7,2,11,233.33,0,0,21,21,0
2024,87,2024/6/22,6,3,Manila,Philippines,France,Japan,2,3,25,25,16,23,10,17,19,25,25,15,0,72,58,12,2,,-10.36,58,13,48,119,463.82,12,28,23,63,-326.66,2,18,80,100,-225.3,18,5,63,86,44.87,36,15,58,309.44,25,1,91,117,28.2
2024,87,2024/6/22,6,3,Manila,Philippines,France,Japan,2,3,25,25,16,23,10,17,19,25,25,15,1,20,16,3,1,,-20.35,16,1,10,27,327.78,3,4,7,14,-50,1,5,19,25,-145,5,0,9,14,90.47,8,2,11,200,8,0,15,23,78.33
2024,87,2024/6/22,6,3,Manila,Philippines,France,Japan,2,3,25,25,16,23,10,17,19,25,25,15,2,17,13,4,0,,56.55,13,3,15,31,173.33,4,7,9,20,-116.67,0,0,24,24,0,5,0,13,18,99.29,15,6,24,172.22,10,0,23,33,45.45
2024,87,2024/6/22,6,3,Manila,Philippines,France,Japan,2,3,25,25,16,23,10,17,19,25,25,15,3,9,8,0,1,,-148.89,8,6,12,26,175,0,7,2,9,-450,1,3,13,17,-83.33,1,1,18,20,-5,9,2,11,500,4,1,21,26,-9.6
2024,87,2024/6/22,6,3,Manila,Philippines,France,Japan,2,3,25,25,16,23,10,17,19,25,25,15,4,20,17,3,0,,-70.83,17,3,5,25,216.43,3,5,2,10,-66.67,0,6,17,23,-316.66,5,2,16,23,40.28,2,5,9,-100,2,0,23,25,9.52
2024,87,2024/6/22,6,3,Manila,Philippines,France,Japan,2,3,25,25,16,23,10,17,19,25,25,15,5,6,4,2,0,,-70,4,0,6,10,266.67,2,5,3,10,-133.33,0,4,7,11,-283.33,2,2,7,11,75,2,0,3,200,1,0,9,10,16.67
2024,87,2024/6/22,6,3,Manila,Philippines,Japan,France,3,2,17,19,25,25,15,25,25,16,23,10,0,72,62,5,5,,-43.98,62,23,52,137,104.16,5,18,16,39,-166.66,5,14,81,100,-155.59,7,2,73,82,34.64,48,10,62,517.98,28,0,108,136,41.44
2024,87,2024/6/22,6,3,Manila,Philippines,Japan,France,3,2,17,19,25,25,15,25,25,16,23,10,1,10,10,0,0,,-142.39,10,5,13,28,95,0,5,4,9,-300,0,3,14,17,-166.67,0,1,19,20,-14.29,7,3,12,116.67,8,0,20,28,53.51
2024,87,2024/6/22,6,3,Manila,Philippines,Japan,France,3,2,17,19,25,25,15,25,25,16,23,10,2,17,16,1,0,,-70.01,16,8,20,44,-70.94,1,4,3,8,-100,0,2,18,20,-200,2,0,22,24,36.67,18,2,21,387.5,11,0,35,46,26.83
2024,87,2024/6/22,6,3,Manila,Philippines,Japan,France,3,2,17,19,25,25,15,25,25,16,23,10,3,18,14,3,1,,76.31,14,3,8,25,140,3,1,4,8,133.33,1,4,19,24,-83.33,2,1,11,14,14.29,11,1,13,350,5,0,20,25,26.32
2024,87,2024/6/22,6,3,Manila,Philippines,Japan,France,3,2,17,19,25,25,15,25,25,16,23,10,4,17,14,1,2,,38.06,14,4,4,22,150,1,5,2,8,-200,2,2,21,25,-21.67,2,0,15,17,30.96,4,3,7,100,4,0,18,22,21.05
2024,87,2024/6/22,6,3,Manila,Philippines,Japan,France,3,2,17,19,25,25,15,25,25,16,23,10,5,10,8,0,2,,-44.22,8,3,7,18,154.17,0,3,3,6,-166.67,2,3,9,14,-108.33,1,0,6,7,20,8,1,9,450,0,0,15,15,0
2024,88,2024/6/22,5,3,Ljubljana,Slovenia,Bulgaria,Argentina,0,3,22,17,20,-,-,25,25,25,-,-,0,41,31,7,3,,72.1,31,15,25,71,102.2,7,12,12,31,-38.33,3,14,43,60,-132.75,12,7,41,60,114.17,18,10,30,203.33,10,0,58,68,17.54
2024,88,2024/6/22,5,3,Ljubljana,Slovenia,Bulgaria,Argentina,0,3,22,17,20,-,-,25,25,25,-,-,1,13,8,4,1,,-115.83,8,8,7,23,-62.5,4,5,4,13,-83.33,1,6,15,22,-158.33,4,1,13,18,150,7,2,10,283.33,1,0,20,21,5.88
2024,88,2024/6/22,5,3,Ljubljana,Slovenia,Bulgaria,Argentina,0,3,22,17,20,-,-,25,25,25,-,-,2,15,13,1,1,,-18.86,13,3,9,25,85.83,1,6,6,13,-283.33,1,4,13,18,-108.33,5,5,13,23,151.67,6,5,11,-200,5,0,20,25,21.74
2024,88,2024/6/22,5,3,Ljubljana,Slovenia,Bulgaria,Argentina,0,3,22,17,20,-,-,25,25,25,-,-,3,13,10,2,1,,142.62,10,4,9,23,242.22,2,1,2,5,100,1,4,15,20,-100,3,1,15,19,25,5,3,9,150,4,0,18,22,23.53
2024,88,2024/6/22,5,3,Ljubljana,Slovenia,Argentina,Bulgaria,3,0,25,25,25,-,-,22,17,20,-,-,0,58,39,12,7,,5.04,39,11,18,68,398.3,12,15,16,43,0.6,7,14,53,74,-155.06,18,3,25,46,293.2,24,7,34,698.57,19,0,47,66,61.37
2024,88,2024/6/22,5,3,Ljubljana,Slovenia,Argentina,Bulgaria,3,0,25,25,25,-,-,22,17,20,-,-,1,17,10,6,1,,16.72,10,6,7,23,71.43,6,2,4,12,100,1,7,17,25,-158.33,6,1,9,16,197.62,9,3,12,500,9,0,14,23,47.37
2024,88,2024/6/22,5,3,Ljubljana,Slovenia,Argentina,Bulgaria,3,0,25,25,25,-,-,22,17,20,-,-,2,21,13,3,5,,70.88,13,2,7,22,266.67,3,9,8,20,-166.66,5,1,18,24,51.67,6,1,7,14,125,6,2,10,250,5,0,16,21,26.32
2024,88,2024/6/22,5,3,Ljubljana,Slovenia,Argentina,Bulgaria,3,0,25,25,25,-,-,22,17,20,-,-,3,20,16,3,1,,51.67,16,3,4,23,483.33,3,4,4,11,-16.67,1,6,18,25,-250,6,1,9,16,178.57,9,2,12,433.33,5,0,17,22,48.71
2024,89,2024/6/22,5,3,Ljubljana,Slovenia,Serbia,Poland,2,3,21,25,18,25,11,25,21,25,22,15,0,62,53,7,2,,39.29,53,15,36,104,308.75,7,15,22,44,-19.64,2,18,80,100,-136.92,29,10,43,82,69.34,25,25,53,66.24,40,2,64,106,61.67
2024,89,2024/6/22,5,3,Ljubljana,Slovenia,Serbia,Poland,2,3,21,25,18,25,11,25,21,25,22,15,1,15,11,2,2,,26.44,11,3,11,25,265,2,7,7,16,-240,2,3,17,22,-33.33,4,3,14,21,11.11,5,5,11,33.33,8,0,15,23,136.84
2024,89,2024/6/22,5,3,Ljubljana,Slovenia,Serbia,Poland,2,3,21,25,18,25,11,25,21,25,22,15,2,16,13,3,0,,133.33,13,4,5,22,295,3,4,5,12,119.04,0,6,18,24,-148.57,9,0,6,15,190,6,4,10,100,9,0,13,22,110.42
2024,89,2024/6/22,5,3,Ljubljana,Slovenia,Serbia,Poland,2,3,21,25,18,25,11,25,21,25,22,15,3,11,11,0,0,,-83.93,11,3,7,21,241.66,0,1,4,5,-100,0,4,15,19,-199.99,3,5,11,19,-53.89,5,3,10,100,7,2,15,24,10
2024,89,2024/6/22,5,3,Ljubljana,Slovenia,Serbia,Poland,2,3,21,25,18,25,11,25,21,25,22,15,4,15,14,1,0,,99.53,14,2,6,22,256.67,1,1,3,5,0,0,2,22,24,-58.33,9,0,6,15,170.83,4,10,14,-100,9,0,13,22,50
2024,89,2024/6/22,5,3,Ljubljana,Slovenia,Serbia,Poland,2,3,21,25,18,25,11,25,21,25,22,15,5,5,4,1,0,,-175,4,3,7,14,-55,1,2,3,6,-100,0,3,8,11,-250,4,2,6,12,33.33,5,3,8,66.66,7,0,8,15,53.85
2024,89,2024/6/22,5,3,Ljubljana,Slovenia,Poland,Serbia,3,2,25,21,25,22,15,21,25,18,25,11,0,82,63,9,10,,-174.51,63,19,30,112,-59.71,9,17,20,46,-115,10,25,73,108,-207.47,24,2,56,82,181.33,24,14,43,-2.37,41,1,71,113,63.96
2024,89,2024/6/22,5,3,Ljubljana,Slovenia,Poland,Serbia,3,2,25,21,25,22,15,21,25,18,25,11,1,21,16,2,3,,7.49,16,5,7,28,110.47,2,2,6,10,-75,3,3,18,24,0,7,2,10,19,73.33,7,3,12,183.34,7,0,21,28,33.33
2024,89,2024/6/22,5,3,Ljubljana,Slovenia,Poland,Serbia,3,2,25,21,25,22,15,21,25,18,25,11,2,14,11,3,0,,-209.09,11,5,8,24,91.67,3,6,4,13,-100,0,7,15,22,-308.34,6,0,12,18,195.24,4,3,7,66.67,10,0,14,24,55.56
2024,89,2024/6/22,5,3,Ljubljana,Slovenia,Poland,Serbia,3,2,25,21,25,22,15,21,25,18,25,11,3,17,11,1,5,,-27.7,11,2,6,19,143.34,1,2,4,7,-100,5,4,15,24,-141.67,5,0,10,15,100,4,4,9,-150,7,1,12,20,72.22
2024,89,2024/6/22,5,3,Ljubljana,Slovenia,Poland,Serbia,3,2,25,21,25,22,15,21,25,18,25,11,4,20,18,2,0,,-126.62,18,3,4,25,171.39,2,3,4,9,-116.67,0,8,15,23,-383.33,4,0,18,22,85,4,4,8,-66.67,15,0,10,25,65.22
2024,89,2024/6/22,5,3,Ljubljana,Slovenia,Poland,Serbia,3,2,25,21,25,22,15,21,25,18,25,11,5,10,7,1,2,,-68.18,7,4,5,16,50,1,4,2,7,-216.67,2,3,10,15,-116.67,2,0,6,8,66.67,5,0,7,400,2,0,14,16,15.38
2024,90,2024/6/22,5,3,Ljubljana,Slovenia,Slovenia,Italy,3,0,25,25,25,-,-,19,21,19,-,-,0,47,32,7,8,,-47.53,32,9,19,60,225.58,7,16,18,41,-133.89,8,15,51,74,-102.98,9,1,31,41,-37.5,20,7,30,355.23,12,2,48,62,-12.18
2024,90,2024/6/22,5,3,Ljubljana,Slovenia,Slovenia,Italy,3,0,25,25,25,-,-,19,21,19,-,-,1,14,9,2,3,,11.84,9,3,6,18,221.67,2,3,4,9,50,3,6,16,25,-70,1,0,10,11,16.67,4,3,8,50,3,0,15,18,18.75
2024,90,2024/6/22,5,3,Ljubljana,Slovenia,Slovenia,Italy,3,0,25,25,25,-,-,19,21,19,-,-,2,14,10,3,1,,-44.23,10,2,4,16,286.67,3,7,6,16,-83.33,1,5,18,24,-120,7,0,6,13,150,5,2,9,233.33,4,1,12,17,-19.23
2024,90,2024/6/22,5,3,Ljubljana,Slovenia,Slovenia,Italy,3,0,25,25,25,-,-,19,21,19,-,-,3,19,13,2,4,,26.75,13,4,9,26,182.54,2,6,8,16,-233.33,4,4,17,25,-54.17,1,1,15,17,-75,11,2,13,550,5,1,21,27,17.39
2024,90,2024/6/22,5,3,Ljubljana,Slovenia,Italy,Slovenia,0,3,19,21,19,-,-,25,25,25,-,-,0,36,31,4,1,,-188.52,31,14,24,69,202.57,4,19,8,31,-492.22,1,19,40,60,-289.99,10,8,41,59,-81.47,14,6,25,190.47,15,1,51,67,46.95
2024,90,2024/6/22,5,3,Ljubljana,Slovenia,Italy,Slovenia,0,3,19,21,19,-,-,25,25,25,-,-,1,11,10,1,0,,-98.6,10,5,5,20,124.29,1,5,4,10,-200,0,8,11,19,-258.33,3,3,13,19,8.33,3,2,6,25,4,0,16,20,25
